checkpoint,dataset,layer,aggregation,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var
21B,German,layer_28,mean,204.2881,46.3015,0.638883,0.1166,0.2429,0.3316,0.4574,0.5667,0.6846,0.8397,0.9385,0.9996
21B,German,layer_29,mean,181.8413,32.9879,0.63129,0.1524,0.2715,0.3571,0.4788,0.5815,0.6926,0.8415,0.9387,0.9996
21B,Hindi,layer_0,last,14.6036,7.8778,1.302215,0.2667,0.6913,0.832,0.9547,0.9881,0.9951,0.9986,0.9997,1.0
21B,Hindi,layer_1,last,21.306,9.4765,1.111719,0.2369,0.6264,0.7721,0.8985,0.9511,0.9765,0.9926,0.9982,1.0
21B,Hindi,layer_2,last,18.5927,7.682,1.027539,0.2767,0.6698,0.7961,0.9024,0.9479,0.9728,0.9904,0.9973,1.0
21B,Hindi,layer_3,last,12.27,4.3033,0.971303,0.4492,0.7431,0.8384,0.9183,0.9535,0.9746,0.9905,0.9972,1.0
21B,Hindi,layer_4,last,9.7451,3.2606,0.962562,0.5358,0.7715,0.8563,0.924,0.9555,0.9751,0.9904,0.9971,1.0
21B,Hindi,layer_5,last,10.9617,3.5204,0.92776,0.5139,0.7513,0.844,0.915,0.9489,0.9706,0.9884,0.9965,1.0
21B,Hindi,layer_6,last,12.8045,3.9286,0.917133,0.4825,0.7286,0.8266,0.9015,0.9387,0.9635,0.9853,0.9954,1.0
21B,Hindi,layer_7,last,17.2922,5.0473,0.881913,0.4148,0.6826,0.7901,0.8761,0.9205,0.9516,0.9801,0.9937,1.0
21B,Hindi,layer_8,last,22.4137,6.2924,0.875949,0.3609,0.6401,0.7559,0.8498,0.9001,0.9381,0.9742,0.9918,1.0
21B,Hindi,layer_9,last,28.6985,7.8518,0.845393,0.3125,0.5965,0.7191,0.8226,0.8791,0.9242,0.9681,0.9897,0.9999
21B,Hindi,layer_10,last,38.8896,10.617,0.830298,0.252,0.5407,0.6689,0.7852,0.8512,0.9064,0.9603,0.987,0.9999
21B,Hindi,layer_11,last,46.7039,12.7941,0.826662,0.2192,0.5037,0.6352,0.7618,0.8329,0.8934,0.9537,0.9845,0.9999
21B,Hindi,layer_12,last,65.2395,17.6195,0.799669,0.1805,0.4377,0.5656,0.7058,0.7911,0.8671,0.9425,0.9806,0.9999
21B,Hindi,layer_13,last,78.472,20.6818,0.775482,0.1654,0.4007,0.5259,0.6724,0.764,0.8469,0.9316,0.9764,0.9999
21B,Hindi,layer_14,last,80.1822,20.0448,0.752811,0.1726,0.4002,0.5252,0.6679,0.7573,0.8386,0.9254,0.9736,0.9998
21B,Hindi,layer_15,last,92.361,23.1306,0.744704,0.1589,0.3699,0.491,0.6404,0.7369,0.8243,0.9181,0.9709,0.9998
21B,Hindi,layer_16,last,105.2441,26.8349,0.73148,0.1444,0.3444,0.4617,0.6167,0.7176,0.8089,0.9096,0.9674,0.9998
21B,Hindi,layer_17,last,111.0006,28.0689,0.71919,0.1417,0.3337,0.4506,0.607,0.709,0.8011,0.9041,0.9649,0.9998
21B,Hindi,layer_18,last,112.2918,27.2536,0.723604,0.1477,0.3366,0.4511,0.6046,0.7046,0.7954,0.8997,0.9629,0.9998
21B,Hindi,layer_19,last,115.6752,26.4588,0.696823,0.1551,0.3371,0.4473,0.5961,0.6946,0.7854,0.8938,0.9606,0.9997
21B,Hindi,layer_20,last,121.2631,27.6774,0.685006,0.152,0.3299,0.4378,0.5893,0.6872,0.7777,0.8885,0.958,0.9997
21B,Hindi,layer_21,last,131.3979,29.5598,0.685467,0.1461,0.3204,0.427,0.5732,0.6696,0.7612,0.8784,0.9537,0.9997
21B,Hindi,layer_22,last,142.6851,32.8703,0.662219,0.1343,0.308,0.4124,0.5558,0.6532,0.7481,0.8715,0.9509,0.9997
21B,Hindi,layer_23,last,154.3504,36.1882,0.656205,0.1238,0.2966,0.399,0.5385,0.6353,0.7338,0.8646,0.9482,0.9997
21B,Hindi,layer_24,last,161.6,38.0983,0.651047,0.1175,0.2926,0.3934,0.528,0.6235,0.7238,0.8593,0.9462,0.9996
21B,Hindi,layer_25,last,171.3348,42.8201,0.653059,0.1036,0.2757,0.3769,0.5166,0.6145,0.7178,0.8572,0.9456,0.9996
21B,Hindi,layer_26,last,185.0678,49.7593,0.66514,0.0907,0.2563,0.3544,0.4941,0.5975,0.7103,0.8577,0.9467,0.9996
21B,Hindi,layer_27,last,180.2881,48.7947,0.688682,0.0938,0.2581,0.3583,0.4998,0.6037,0.7169,0.8623,0.9487,0.9997
21B,Hindi,layer_28,last,159.8811,39.9874,0.700296,0.1159,0.2788,0.3817,0.5234,0.6264,0.736,0.8734,0.9532,0.9997
21B,Hindi,layer_29,last,149.4584,36.8969,0.689979,0.122,0.2905,0.3979,0.5383,0.64,0.7471,0.8794,0.9554,0.9997
21B,Hindi,layer_0,mean,62.3777,15.8941,1.186118,0.2213,0.4025,0.503,0.6653,0.7938,0.8961,0.976,0.9962,1.0
21B,Hindi,layer_1,mean,61.6181,13.3461,0.989002,0.2509,0.4225,0.5139,0.6657,0.785,0.8842,0.9648,0.9913,1.0
21B,Hindi,layer_2,mean,60.2207,10.9116,0.901413,0.2855,0.4417,0.5242,0.6614,0.7705,0.8656,0.9528,0.9868,0.9999
21B,Hindi,layer_3,mean,61.2085,10.369,0.854973,0.2943,0.4485,0.5302,0.656,0.7587,0.8533,0.9445,0.9834,0.9999
21B,Hindi,layer_4,mean,69.7893,12.376,0.824178,0.2628,0.4322,0.517,0.641,0.7432,0.8397,0.9364,0.9801,0.9999
21B,Hindi,layer_5,mean,76.6214,13.902,0.801698,0.2421,0.4223,0.505,0.6267,0.7299,0.8285,0.9295,0.9774,0.9999
21B,Hindi,layer_6,mean,87.1162,16.5164,0.785163,0.2149,0.4022,0.4839,0.6065,0.7134,0.8155,0.9222,0.9746,0.9999
21B,Hindi,layer_7,mean,87.9091,15.8547,0.775137,0.2243,0.4033,0.4813,0.6015,0.7084,0.8114,0.9194,0.9733,0.9998
21B,Hindi,layer_8,mean,94.7894,16.3743,0.761823,0.2242,0.3891,0.4649,0.5853,0.6938,0.7994,0.913,0.9708,0.9998
21B,Hindi,layer_9,mean,90.9383,14.145,0.749156,0.2484,0.3974,0.4703,0.5868,0.692,0.796,0.91,0.9694,0.9998
21B,Hindi,layer_10,mean,84.9074,12.0836,0.737139,0.274,0.4104,0.48,0.5934,0.695,0.796,0.9084,0.9683,0.9998
21B,Hindi,layer_11,mean,79.0122,10.3036,0.724236,0.3008,0.4249,0.4902,0.5978,0.6949,0.7934,0.9059,0.9671,0.9998
21B,Hindi,layer_12,mean,79.7377,10.2826,0.721262,0.3018,0.4206,0.485,0.5963,0.6945,0.793,0.9051,0.9665,0.9998
21B,Hindi,layer_13,mean,89.0025,11.6211,0.712691,0.2823,0.4013,0.4671,0.5801,0.6804,0.7819,0.8989,0.9641,0.9998
21B,Hindi,layer_14,mean,95.3293,11.705,0.693329,0.2824,0.393,0.4546,0.5623,0.6615,0.7655,0.8888,0.9599,0.9997
21B,Hindi,layer_15,mean,102.1194,13.2102,0.691552,0.2634,0.3805,0.4453,0.5566,0.6575,0.7625,0.8868,0.959,0.9997
21B,Hindi,layer_16,mean,110.2075,14.7509,0.685103,0.2472,0.3676,0.4338,0.5469,0.6491,0.7549,0.8821,0.957,0.9997
21B,Hindi,layer_17,mean,121.382,17.2271,0.684309,0.226,0.3473,0.4157,0.533,0.6381,0.7473,0.8785,0.9556,0.9997
21B,Hindi,layer_18,mean,131.7504,19.8164,0.680814,0.2078,0.3311,0.4003,0.5219,0.6286,0.7398,0.8743,0.9539,0.9997
21B,Hindi,layer_19,mean,138.8813,21.5377,0.673964,0.1976,0.3205,0.3905,0.515,0.6224,0.7338,0.8702,0.9519,0.9997
21B,Hindi,layer_20,mean,146.7956,23.6678,0.668144,0.1859,0.3112,0.3822,0.5064,0.6143,0.7268,0.8659,0.95,0.9997
21B,Hindi,layer_21,mean,153.7313,26.4831,0.665924,0.172,0.3024,0.3766,0.5016,0.6106,0.7232,0.8636,0.949,0.9997
21B,Hindi,layer_22,mean,162.2286,29.5665,0.661118,0.1589,0.2935,0.3688,0.4942,0.6035,0.7165,0.8595,0.9472,0.9996
21B,Hindi,layer_23,mean,169.637,32.4416,0.657141,0.1484,0.2851,0.3611,0.4878,0.5976,0.7113,0.8562,0.9457,0.9996
21B,Hindi,layer_24,mean,176.1976,35.3118,0.653562,0.1384,0.2785,0.3564,0.4828,0.5921,0.7061,0.8528,0.9443,0.9996
21B,Hindi,layer_25,mean,176.2689,37.6378,0.655194,0.1292,0.2765,0.3591,0.4877,0.5968,0.7094,0.8544,0.9449,0.9996
21B,Hindi,layer_26,mean,181.7174,42.9871,0.661486,0.1146,0.2636,0.3512,0.4858,0.5974,0.7112,0.8564,0.9459,0.9996
21B,Hindi,layer_27,mean,174.7655,40.4659,0.664348,0.1217,0.271,0.3596,0.4949,0.6061,0.7179,0.8599,0.9472,0.9996
21B,Hindi,layer_28,mean,146.2527,26.8537,0.678356,0.1684,0.3109,0.3973,0.526,0.6302,0.7338,0.8667,0.9496,0.9997
21B,Hindi,layer_29,mean,110.9964,16.2755,0.655434,0.2302,0.3744,0.4524,0.5693,0.662,0.7547,0.8754,0.9524,0.9997
21B,Arabic,layer_0,last,4.6306,2.245,1.480492,0.6534,0.8781,0.9456,0.9845,0.993,0.9978,0.9998,1.0,1.0
21B,Arabic,layer_1,last,19.3978,4.7977,1.044218,0.4327,0.6689,0.7451,0.837,0.8902,0.9369,0.9804,0.9959,1.0
21B,Arabic,layer_2,last,8.172,2.8631,0.958493,0.5568,0.8201,0.8625,0.9107,0.9378,0.9617,0.9861,0.9965,1.0
21B,Arabic,layer_3,last,4.278,1.8198,0.921612,0.7318,0.8886,0.9145,0.9441,0.9607,0.9752,0.9905,0.9974,1.0
21B,Arabic,layer_4,last,3.6566,1.6394,0.891971,0.7757,0.9008,0.9243,0.9504,0.9654,0.9781,0.9914,0.9976,1.0
21B,Arabic,layer_5,last,4.0432,1.7097,0.87504,0.7591,0.8896,0.9153,0.9443,0.9608,0.975,0.99,0.9971,1.0
21B,Arabic,layer_6,last,4.6466,1.816,0.862025,0.7358,0.873,0.9024,0.9355,0.9541,0.97,0.9876,0.9962,1.0
21B,Arabic,layer_7,last,7.0424,2.1766,0.823298,0.67,0.8193,0.8555,0.9009,0.9292,0.9532,0.9801,0.9938,1.0
21B,Arabic,layer_8,last,9.9953,2.5866,0.798899,0.6124,0.7713,0.8147,0.8706,0.9067,0.9376,0.9726,0.9911,1.0
21B,Arabic,layer_9,last,15.9881,3.4132,0.782967,0.5289,0.7042,0.758,0.8281,0.875,0.9158,0.9624,0.9876,0.9999
21B,Arabic,layer_10,last,29.9686,5.273,0.773016,0.4188,0.6027,0.6667,0.7574,0.8243,0.8834,0.9478,0.9825,0.9999
21B,Arabic,layer_11,last,44.3821,7.3973,0.754382,0.3468,0.5362,0.6089,0.7113,0.7878,0.8574,0.9351,0.9777,0.9999
21B,Arabic,layer_12,last,82.3332,14.3383,0.748172,0.2385,0.4095,0.4885,0.6161,0.7228,0.8197,0.9177,0.9711,0.9998
21B,Arabic,layer_13,last,109.6994,21.379,0.727274,0.1858,0.3521,0.4359,0.5741,0.6869,0.792,0.903,0.9651,0.9998
21B,Arabic,layer_14,last,118.7879,22.4926,0.696136,0.1802,0.3474,0.4328,0.5654,0.6701,0.7712,0.8889,0.9591,0.9997
21B,Arabic,layer_15,last,140.7148,31.2226,0.69442,0.1439,0.3031,0.3962,0.54,0.6523,0.7576,0.8823,0.9567,0.9997
21B,Arabic,layer_16,last,159.3476,38.828,0.683707,0.123,0.2743,0.3718,0.5187,0.6337,0.7424,0.8732,0.9528,0.9997
21B,Arabic,layer_17,last,168.5579,44.0781,0.674138,0.108,0.2656,0.3637,0.5122,0.626,0.7349,0.8675,0.9502,0.9997
21B,Arabic,layer_18,last,176.0902,48.0507,0.665787,0.098,0.2582,0.3569,0.5048,0.6192,0.7286,0.8627,0.9478,0.9996
21B,Arabic,layer_19,last,186.0906,52.9132,0.658238,0.0873,0.2482,0.3462,0.4943,0.6093,0.7198,0.8567,0.9452,0.9996
21B,Arabic,layer_20,last,189.8633,57.3577,0.657642,0.0743,0.2381,0.3396,0.4929,0.6086,0.7202,0.857,0.9449,0.9996
21B,Arabic,layer_21,last,194.9875,59.1152,0.647818,0.0689,0.2349,0.3367,0.4893,0.6033,0.7143,0.8517,0.9422,0.9996
21B,Arabic,layer_22,last,193.9391,57.0951,0.643215,0.0772,0.238,0.339,0.4911,0.6034,0.7133,0.8503,0.9413,0.9996
21B,Arabic,layer_23,last,189.5622,53.351,0.64171,0.0868,0.2459,0.3459,0.4958,0.6061,0.7147,0.8507,0.9414,0.9996
21B,Arabic,layer_24,last,178.2972,47.5666,0.643774,0.0976,0.2584,0.3636,0.5095,0.6162,0.7216,0.8546,0.943,0.9996
21B,Arabic,layer_25,last,167.4074,42.7325,0.668641,0.1082,0.2714,0.3759,0.5207,0.6268,0.7313,0.8614,0.9461,0.9996
21B,Arabic,layer_26,last,161.8727,41.2316,0.66719,0.1116,0.2757,0.3793,0.5236,0.6327,0.7386,0.8682,0.9497,0.9997
21B,Arabic,layer_27,last,147.4689,36.2626,0.678749,0.1231,0.2943,0.3988,0.5417,0.65,0.7527,0.877,0.9535,0.9997
21B,Arabic,layer_28,last,127.0248,29.7451,0.690332,0.1415,0.3263,0.4326,0.5717,0.6761,0.7726,0.888,0.9581,0.9997
21B,Arabic,layer_29,last,115.1509,27.1159,0.695214,0.1465,0.3477,0.4563,0.5942,0.6939,0.7854,0.8946,0.9607,0.9997
21B,Arabic,layer_0,mean,111.3484,25.3831,0.972068,0.1717,0.3111,0.3934,0.5385,0.6721,0.8074,0.9395,0.9868,1.0
21B,Arabic,layer_1,mean,89.1675,14.1532,0.859022,0.2521,0.3666,0.444,0.5751,0.693,0.8101,0.9298,0.9804,0.9999
21B,Arabic,layer_2,mean,76.8273,10.412,0.794208,0.2999,0.4123,0.4803,0.5956,0.7004,0.8062,0.9207,0.9753,0.9999
21B,Arabic,layer_3,mean,71.91,9.4941,0.756215,0.3139,0.4382,0.5026,0.6095,0.7057,0.8035,0.9146,0.9718,0.9998
21B,Arabic,layer_4,mean,68.5824,9.3211,0.747002,0.313,0.457,0.5211,0.6227,0.7126,0.8043,0.9113,0.9696,0.9998
21B,Arabic,layer_5,mean,70.0004,9.6232,0.712453,0.3051,0.4592,0.5225,0.6223,0.7109,0.8005,0.9066,0.967,0.9998
21B,Arabic,layer_6,mean,67.7951,8.9074,0.695111,0.3202,0.468,0.5309,0.6249,0.7091,0.7962,0.9023,0.9648,0.9998
21B,Arabic,layer_7,mean,51.9362,6.3489,0.684281,0.3885,0.51,0.5662,0.6524,0.7298,0.8094,0.9071,0.966,0.9998
21B,Arabic,layer_8,mean,48.022,5.6052,0.685889,0.4167,0.5203,0.5746,0.6565,0.7303,0.8076,0.9045,0.9646,0.9998
21B,Arabic,layer_9,mean,38.7148,4.5414,0.671118,0.4655,0.5546,0.6029,0.6768,0.7436,0.8149,0.9065,0.9648,0.9998
21B,Arabic,layer_10,mean,31.429,3.8385,0.647099,0.5077,0.5847,0.629,0.6975,0.7595,0.8254,0.9107,0.9659,0.9998
21B,Arabic,layer_11,mean,24.8607,3.2359,0.635619,0.5541,0.6194,0.6579,0.7186,0.7741,0.8343,0.9143,0.967,0.9998
21B,Arabic,layer_12,mean,24.0365,3.164,0.634979,0.5605,0.6214,0.6595,0.7225,0.7782,0.8374,0.9156,0.9673,0.9998
21B,Arabic,layer_13,mean,27.6537,3.4234,0.644892,0.5387,0.6003,0.6401,0.7065,0.7643,0.8265,0.9095,0.9647,0.9998
21B,Arabic,layer_14,mean,28.7768,3.4134,0.624271,0.5397,0.5975,0.6345,0.695,0.7506,0.8134,0.9008,0.9609,0.9997
21B,Arabic,layer_15,mean,33.8169,3.7822,0.608857,0.5123,0.5726,0.612,0.6774,0.7361,0.8026,0.8951,0.9586,0.9997
21B,Arabic,layer_16,mean,40.8545,4.288,0.606565,0.4807,0.5437,0.5847,0.6547,0.7175,0.7884,0.8874,0.9555,0.9997
21B,Arabic,layer_17,mean,50.2218,5.0005,0.607166,0.4445,0.5105,0.5543,0.6299,0.6978,0.7737,0.8799,0.9525,0.9997
21B,Arabic,layer_18,mean,58.1801,5.5936,0.618156,0.4197,0.4886,0.5333,0.6101,0.6808,0.7601,0.8724,0.9495,0.9996
21B,Arabic,layer_19,mean,67.4049,6.291,0.61599,0.3952,0.4655,0.5109,0.5895,0.6626,0.746,0.8647,0.9464,0.9996
21B,Arabic,layer_20,mean,77.2687,7.2135,0.598454,0.3681,0.4442,0.4924,0.5739,0.6498,0.7364,0.8593,0.9441,0.9996
21B,Arabic,layer_21,mean,89.4907,8.5582,0.616705,0.3363,0.4203,0.4724,0.5579,0.6375,0.7272,0.8546,0.9423,0.9996
21B,Arabic,layer_22,mean,105.2341,10.5344,0.601515,0.3009,0.3933,0.4482,0.5383,0.622,0.7163,0.849,0.94,0.9996
21B,Arabic,layer_23,mean,118.8279,12.6715,0.602962,0.2717,0.3722,0.4303,0.5246,0.6116,0.709,0.8452,0.9385,0.9996
21B,Arabic,layer_24,mean,134.7948,15.8856,0.62428,0.2387,0.3485,0.411,0.51,0.6008,0.7021,0.8426,0.9377,0.9996
21B,Arabic,layer_25,mean,150.4815,20.7993,0.61907,0.2025,0.3223,0.3918,0.5009,0.5968,0.702,0.8442,0.9388,0.9996
21B,Arabic,layer_26,mean,170.161,29.8792,0.653435,0.159,0.2873,0.3653,0.4881,0.5921,0.7035,0.848,0.941,0.9996
21B,Arabic,layer_27,mean,180.2255,37.7864,0.640589,0.1278,0.2722,0.3557,0.4848,0.5918,0.7042,0.8487,0.9414,0.9996
21B,Arabic,layer_28,mean,173.5078,36.6018,0.639826,0.133,0.2758,0.3674,0.4999,0.6037,0.7115,0.8513,0.9421,0.9996
21B,Arabic,layer_29,mean,155.9432,29.2129,0.648466,0.1575,0.3083,0.3959,0.5218,0.618,0.7194,0.8534,0.9424,0.9996
21B,Turkish,layer_0,last,5.8275,2.8187,1.283915,0.5755,0.8298,0.9406,0.9884,0.9954,0.9983,0.9996,0.9999,1.0
21B,Turkish,layer_1,last,33.1568,6.8237,1.017617,0.3612,0.5529,0.636,0.763,0.8422,0.9093,0.9721,0.9938,1.0
21B,Turkish,layer_2,last,6.1671,1.9584,0.915331,0.7103,0.8209,0.8539,0.9038,0.933,0.9587,0.9848,0.9959,1.0
21B,Turkish,layer_3,last,2.9522,1.3896,0.876451,0.8475,0.9033,0.9213,0.9482,0.9639,0.9771,0.991,0.9974,1.0
21B,Turkish,layer_4,last,2.4894,1.3006,0.854658,0.8764,0.9203,0.9355,0.9578,0.9705,0.9811,0.9923,0.9977,1.0
21B,Turkish,layer_5,last,2.716,1.3372,0.836962,0.8643,0.9103,0.9279,0.9519,0.9663,0.9782,0.9908,0.9971,1.0
21B,Turkish,layer_6,last,3.1052,1.3968,0.831476,0.8456,0.894,0.915,0.9425,0.9592,0.9732,0.9884,0.9963,1.0
21B,Turkish,layer_7,last,4.5423,1.6049,0.796148,0.7885,0.8488,0.8776,0.9148,0.9387,0.9593,0.982,0.9941,1.0
21B,Turkish,layer_8,last,6.9826,1.9152,0.778165,0.7211,0.796,0.8314,0.8797,0.9117,0.9408,0.9734,0.9912,1.0
21B,Turkish,layer_9,last,10.8819,2.3781,0.766869,0.646,0.7387,0.7814,0.8423,0.884,0.9219,0.9645,0.988,0.9999
21B,Turkish,layer_10,last,20.9176,3.4942,0.755545,0.5304,0.6455,0.6985,0.779,0.8375,0.891,0.9502,0.9829,0.9999
21B,Turkish,layer_11,last,32.7892,4.8468,0.735927,0.4472,0.5773,0.6375,0.732,0.8018,0.8649,0.9368,0.9777,0.9999
21B,Turkish,layer_12,last,64.8323,9.8287,0.738083,0.3044,0.4526,0.5297,0.6502,0.7474,0.8317,0.9216,0.9721,0.9998
21B,Turkish,layer_13,last,88.6587,14.9703,0.719811,0.2363,0.397,0.4798,0.6097,0.7144,0.8063,0.9077,0.9665,0.9998
21B,Turkish,layer_14,last,94.298,15.4969,0.695167,0.2313,0.3936,0.4742,0.6006,0.7016,0.7922,0.8977,0.962,0.9998
21B,Turkish,layer_15,last,112.4038,21.8111,0.71216,0.1829,0.3538,0.443,0.5782,0.6873,0.7831,0.8933,0.9602,0.9997
21B,Turkish,layer_16,last,134.1242,30.9549,0.690939,0.1381,0.3148,0.4078,0.5529,0.6668,0.7688,0.8858,0.9571,0.9997
21B,Turkish,layer_17,last,146.1101,36.1922,0.677303,0.1165,0.301,0.3958,0.541,0.6538,0.7569,0.8776,0.9534,0.9997
21B,Turkish,layer_18,last,160.6332,40.4233,0.659308,0.1037,0.2893,0.3809,0.5241,0.6341,0.7381,0.8652,0.9481,0.9996
21B,Turkish,layer_19,last,176.5955,45.7828,0.648774,0.0936,0.2729,0.363,0.5059,0.6144,0.7205,0.8551,0.944,0.9996
21B,Turkish,layer_20,last,187.3995,50.7552,0.639276,0.089,0.2564,0.3489,0.4967,0.6064,0.713,0.8487,0.9408,0.9996
21B,Turkish,layer_21,last,224.7495,61.3751,0.616879,0.0812,0.2308,0.3174,0.4552,0.561,0.6703,0.8234,0.931,0.9995
21B,Turkish,layer_22,last,236.2881,64.6485,0.614962,0.0824,0.2199,0.3062,0.4407,0.5465,0.6594,0.8187,0.9293,0.9995
21B,Turkish,layer_23,last,250.1469,68.3428,0.627211,0.0813,0.2125,0.2954,0.4252,0.5296,0.6443,0.8106,0.9266,0.9995
21B,Turkish,layer_24,last,260.9873,72.9815,0.613423,0.0787,0.2021,0.2847,0.4093,0.516,0.6361,0.8086,0.9264,0.9995
21B,Turkish,layer_25,last,255.4078,72.7363,0.622005,0.0786,0.2008,0.2831,0.4118,0.5235,0.6455,0.8154,0.9292,0.9995
21B,Turkish,layer_26,last,243.0136,72.8402,0.643057,0.0755,0.2011,0.2858,0.4207,0.5378,0.6636,0.83,0.9358,0.9996
21B,Turkish,layer_27,last,219.9046,61.6461,0.667597,0.0864,0.2209,0.3108,0.4458,0.5609,0.682,0.8401,0.9399,0.9996
21B,Turkish,layer_28,last,182.5528,45.0934,0.663062,0.1113,0.2579,0.3545,0.4899,0.6004,0.7126,0.8561,0.9461,0.9996
21B,Turkish,layer_29,last,167.3323,39.0789,0.66542,0.1235,0.2769,0.3767,0.511,0.6163,0.7236,0.8618,0.9482,0.9997
21B,Turkish,layer_0,mean,108.346,21.1652,0.935676,0.1941,0.3306,0.4073,0.5394,0.6641,0.7936,0.9315,0.9844,0.9999
21B,Turkish,layer_1,mean,81.4061,11.5852,0.847994,0.2818,0.4014,0.4702,0.5851,0.691,0.8023,0.9242,0.9784,0.9999
21B,Turkish,layer_2,mean,66.4572,8.3395,0.78607,0.3379,0.4503,0.5127,0.6127,0.7053,0.8035,0.9168,0.9737,0.9999
21B,Turkish,layer_3,mean,59.9124,7.3022,0.733487,0.3623,0.478,0.5366,0.6286,0.7136,0.8036,0.9117,0.9704,0.9998
21B,Turkish,layer_4,mean,60.5275,7.6064,0.709425,0.3517,0.4884,0.5447,0.6334,0.7145,0.8001,0.9065,0.9675,0.9998
21B,Turkish,layer_5,mean,61.5144,7.8932,0.692207,0.3415,0.4902,0.5467,0.6339,0.7134,0.797,0.9023,0.9652,0.9998
21B,Turkish,layer_6,mean,61.3055,7.5973,0.674525,0.3493,0.4948,0.548,0.6314,0.708,0.7904,0.8968,0.9625,0.9998
21B,Turkish,layer_7,mean,45.6083,5.5796,0.667959,0.4147,0.5406,0.588,0.6645,0.735,0.8092,0.905,0.9649,0.9998
21B,Turkish,layer_8,mean,43.5157,5.106,0.654477,0.4366,0.5453,0.5913,0.6652,0.7334,0.8058,0.9016,0.9633,0.9998
21B,Turkish,layer_9,mean,34.9328,4.1818,0.641775,0.4851,0.5785,0.6196,0.6862,0.7479,0.8146,0.9046,0.9639,0.9998
21B,Turkish,layer_10,mean,27.439,3.4927,0.632616,0.5325,0.612,0.6499,0.7111,0.7674,0.828,0.9103,0.9655,0.9998
21B,Turkish,layer_11,mean,21.754,2.9883,0.622562,0.5767,0.6444,0.6779,0.7328,0.7829,0.8382,0.9148,0.967,0.9998
21B,Turkish,layer_12,mean,20.9655,2.9264,0.639755,0.5829,0.6464,0.681,0.7381,0.7884,0.8426,0.9169,0.9676,0.9998
21B,Turkish,layer_13,mean,24.3189,3.1724,0.635136,0.5597,0.6246,0.6609,0.722,0.7748,0.8321,0.9108,0.965,0.9998
21B,Turkish,layer_14,mean,25.6599,3.1909,0.616309,0.5582,0.6182,0.6517,0.7088,0.7604,0.8191,0.9024,0.9613,0.9997
21B,Turkish,layer_15,mean,29.5751,3.4822,0.615838,0.534,0.5972,0.6328,0.6941,0.749,0.8103,0.8975,0.9593,0.9997
21B,Turkish,layer_16,mean,35.1482,3.8873,0.614578,0.5051,0.571,0.6089,0.6745,0.7333,0.7985,0.891,0.9566,0.9997
21B,Turkish,layer_17,mean,44.1112,4.5964,0.604201,0.4637,0.5346,0.5761,0.6498,0.7151,0.7858,0.8848,0.9542,0.9997
21B,Turkish,layer_18,mean,52.17,5.2099,0.60276,0.435,0.5082,0.5507,0.6284,0.6974,0.7727,0.8778,0.9513,0.9997
21B,Turkish,layer_19,mean,59.3034,5.7672,0.598638,0.4129,0.4878,0.5317,0.6124,0.6839,0.7622,0.8715,0.9485,0.9996
21B,Turkish,layer_20,mean,68.4879,6.5974,0.598354,0.3851,0.4648,0.5106,0.5951,0.6707,0.7526,0.8662,0.9463,0.9996
21B,Turkish,layer_21,mean,79.1774,7.6135,0.612461,0.3574,0.4421,0.4901,0.5771,0.6557,0.7409,0.8599,0.9436,0.9996
21B,Turkish,layer_22,mean,92.4709,9.1631,0.5993,0.3239,0.416,0.4671,0.5587,0.6414,0.7313,0.8554,0.9418,0.9996
21B,Turkish,layer_23,mean,105.0943,10.8117,0.59912,0.2962,0.3938,0.448,0.5432,0.6292,0.7221,0.8503,0.9397,0.9996
21B,Turkish,layer_24,mean,123.0941,13.7163,0.606197,0.2598,0.3635,0.4226,0.5221,0.6129,0.7117,0.8468,0.9388,0.9996
21B,Turkish,layer_25,mean,137.738,17.7271,0.617425,0.2233,0.338,0.4051,0.5131,0.6088,0.7118,0.8486,0.9399,0.9996
21B,Turkish,layer_26,mean,156.0289,25.9413,0.636592,0.1738,0.3067,0.3835,0.5034,0.6069,0.7153,0.8537,0.9427,0.9996
21B,Turkish,layer_27,mean,165.3,34.8347,0.646303,0.1313,0.2901,0.3779,0.5048,0.6109,0.7198,0.8573,0.9445,0.9996
21B,Turkish,layer_28,mean,154.1184,34.2674,0.65332,0.1313,0.2994,0.3969,0.5284,0.6317,0.7353,0.8652,0.9476,0.9996
21B,Turkish,layer_29,mean,136.0082,26.7237,0.651162,0.1628,0.3268,0.4247,0.5526,0.6499,0.7469,0.8702,0.9494,0.9996
21B,Vietnamese,layer_0,last,6.1659,2.9026,1.427374,0.568,0.8229,0.9328,0.9886,0.9952,0.9985,0.9998,1.0,1.0
21B,Vietnamese,layer_1,last,27.9119,6.922,1.073132,0.3451,0.5973,0.6862,0.7987,0.8705,0.9298,0.9798,0.9958,1.0
21B,Vietnamese,layer_2,last,7.8085,2.4692,0.965396,0.6227,0.8097,0.8503,0.902,0.9339,0.9609,0.9865,0.9966,1.0
21B,Vietnamese,layer_3,last,3.788,1.6077,0.926117,0.7854,0.8887,0.912,0.9422,0.9606,0.9761,0.9912,0.9976,1.0
21B,Vietnamese,layer_4,last,3.2474,1.4865,0.906558,0.8182,0.9028,0.9235,0.9496,0.9658,0.9789,0.992,0.9978,1.0
