predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer_collapse,ckpt_collapse,t
signed_ratio,col_norm,4,per_ckpt,step1700000-tokens7232B,90,0.4019,0.1209,0.2138,0.1888,average_predictors,average_predictors,1
signed_ratio,col_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.2742,0.5115,-0.3102,0.4665,average_predictors,average_predictors,1
signed_ratio,col_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.2614,0.4915,-0.4391,0.4206,average_predictors,average_predictors,1
signed_ratio,col_norm,4,per_ckpt,step2150000-tokens11012B,90,0.0818,0.6733,-0.0034,0.6533,average_predictors,average_predictors,1
signed_ratio,col_norm,4,per_ckpt,step2300000-tokens12272B,90,0.0528,0.6434,-0.1209,0.8751,average_predictors,average_predictors,1
signed_ratio,col_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.1441,0.6384,-0.1683,0.3477,average_predictors,average_predictors,1
signed_ratio,col_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.3592,0.1598,-0.363,0.0659,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step50000-tokens210B,90,0.6039,0.023,0.4563,0.047,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step200000-tokens840B,90,0.5038,0.1009,0.2852,0.2507,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step350000-tokens1470B,90,0.2151,0.3686,0.0617,0.5125,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step500000-tokens2100B,90,0.5808,0.05,0.3855,0.0779,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step650000-tokens2730B,90,0.5432,0.011,0.3635,0.0739,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step800000-tokens3360B,90,0.4812,0.0649,0.319,0.0699,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step950000-tokens3990B,90,-0.1407,0.5844,-0.096,0.5155,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step1432000-tokens6014B,90,0.4733,0.1558,0.3701,0.1848,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step1700000-tokens7232B,90,0.0857,0.7922,0.0812,0.8971,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step1850000-tokens8492B,90,0.3323,0.1948,0.1835,0.2308,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step2000000-tokens9752B,90,0.5746,0.014,0.2816,0.042,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step2150000-tokens11012B,90,0.2843,0.2268,0.0365,0.2727,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step2300000-tokens12272B,90,0.2018,0.2148,-0.1156,0.3886,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.2911,0.3816,-0.355,0.2308,average_predictors,average_predictors,1
signed_ratio,col_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.4375,0.1758,-0.439,0.0599,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step50000-tokens210B,90,0.5837,0.024,0.4468,0.026,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step200000-tokens840B,90,0.7706,0.007,0.5134,0.026,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step350000-tokens1470B,90,0.2394,0.3506,0.1755,0.3946,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step500000-tokens2100B,90,0.6012,0.033,0.3328,0.0739,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step650000-tokens2730B,90,-0.2021,0.6843,-0.2059,0.7103,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step800000-tokens3360B,90,0.3334,0.2108,0.1657,0.2418,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step950000-tokens3990B,90,-0.4886,0.1089,-0.3456,0.0879,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step1432000-tokens6014B,90,0.5223,0.038,0.2585,0.0559,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step1700000-tokens7232B,90,0.1478,0.5514,-0.0972,0.8122,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step1850000-tokens8492B,90,0.2358,0.2837,0.0524,0.4116,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step2000000-tokens9752B,90,0.226,0.2238,-0.0335,0.3387,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step2150000-tokens11012B,90,0.1339,0.4056,-0.0922,0.5255,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step2300000-tokens12272B,90,0.2031,0.2418,-0.0855,0.2627,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step2450000-tokens13532B,90,-0.1563,0.5524,-0.0767,0.5864,average_predictors,average_predictors,1
signed_ratio,col_norm,16,per_ckpt,step2600000-tokens14792B,90,-0.0608,0.958,-0.1494,0.9381,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step50000-tokens210B,90,-0.1056,0.2388,-0.1314,0.2138,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step200000-tokens840B,90,-0.0536,0.6364,-0.0932,0.4016,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step350000-tokens1470B,90,0.1992,0.0979,0.13,0.2667,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step500000-tokens2100B,90,0.0165,0.9191,-0.0672,0.4136,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step650000-tokens2730B,90,0.2078,0.003,0.1889,0.0839,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step800000-tokens3360B,90,0.0094,0.9341,0.0429,0.5764,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step950000-tokens3990B,90,0.1778,0.2657,0.1277,0.4326,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step1432000-tokens6014B,90,-0.0875,0.3736,-0.0869,0.3497,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step1700000-tokens7232B,90,-0.1385,0.0989,-0.1543,0.035,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.0093,0.8781,-0.0076,0.8501,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step2000000-tokens9752B,90,0.2111,0.2018,0.2004,0.1698,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step2150000-tokens11012B,90,0.0129,0.8442,0.0213,0.7692,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step2300000-tokens12272B,90,0.1057,0.1538,0.1362,0.035,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.0498,0.4645,-0.0196,0.7922,average_predictors,average_predictors,1
max_rankme,row_norm,4,per_ckpt,step2600000-tokens14792B,90,0.0029,0.982,-0.0138,0.8212,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step50000-tokens210B,90,0.1918,0.1209,0.1656,0.1778,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step200000-tokens840B,90,-0.1457,0.1259,-0.1986,0.01,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step350000-tokens1470B,90,0.184,0.2118,0.1319,0.2657,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step500000-tokens2100B,90,-0.0779,0.4695,-0.1102,0.2627,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step650000-tokens2730B,90,-0.0396,0.8791,-0.0882,0.5175,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step800000-tokens3360B,90,-0.0384,0.6863,-0.0511,0.3876,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step950000-tokens3990B,90,0.0852,0.2068,0.1256,0.022,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step1432000-tokens6014B,90,0.083,0.3357,0.1129,0.2378,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step1700000-tokens7232B,90,-0.0992,0.3327,-0.0675,0.4466,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step1850000-tokens8492B,90,0.0205,0.9481,0.0366,0.7473,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step2000000-tokens9752B,90,-0.2438,0.005,-0.2391,0.003,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step2150000-tokens11012B,90,0.0092,0.8841,0.0143,0.7602,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step2300000-tokens12272B,90,0.1218,0.0919,0.1492,0.041,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.0416,0.4595,-0.0232,0.6623,average_predictors,average_predictors,1
max_rankme,row_norm,8,per_ckpt,step2600000-tokens14792B,90,0.0547,0.1908,0.0677,0.0979,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step50000-tokens210B,90,0.0737,0.4176,0.008,0.9241,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step200000-tokens840B,90,-0.2844,0.001,-0.3237,0.001,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step350000-tokens1470B,90,0.191,0.1119,0.1259,0.2507,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step500000-tokens2100B,90,-0.0548,0.3686,-0.111,0.1039,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step650000-tokens2730B,90,-0.0465,0.8012,-0.0461,0.7682,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step800000-tokens3360B,90,-0.1481,0.3137,-0.1013,0.4396,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step950000-tokens3990B,90,0.0506,0.4086,0.0695,0.1708,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step1432000-tokens6014B,90,0.0803,0.5425,0.0758,0.5285,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step1700000-tokens7232B,90,-0.0197,0.7113,-0.0017,0.983,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step1850000-tokens8492B,90,0.0267,0.951,0.0848,0.6933,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step2000000-tokens9752B,90,-0.0118,0.7123,0.0072,0.9151,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step2150000-tokens11012B,90,-0.0127,0.7972,0.0234,0.8022,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step2300000-tokens12272B,90,0.1371,0.037,0.1459,0.011,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step2450000-tokens13532B,90,0.026,0.6084,0.0292,0.4905,average_predictors,average_predictors,1
max_rankme,row_norm,16,per_ckpt,step2600000-tokens14792B,90,0.0726,0.3437,0.0848,0.1618,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step50000-tokens210B,90,-0.0646,0.2488,-0.0715,0.2877,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step200000-tokens840B,90,-0.0329,0.7423,-0.0563,0.5135,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step350000-tokens1470B,90,0.087,0.3826,0.1084,0.2458,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step500000-tokens2100B,90,-0.0598,0.3137,-0.0493,0.5035,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step650000-tokens2730B,90,0.1262,0.1239,0.12,0.0849,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step800000-tokens3360B,90,0.0644,0.4515,0.0459,0.5405,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step950000-tokens3990B,90,0.194,0.2068,0.0955,0.4715,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step1432000-tokens6014B,90,-0.0648,0.4885,-0.0827,0.3606,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step1700000-tokens7232B,90,-0.1769,0.036,-0.1853,0.024,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.0249,0.8032,-0.0374,0.5315,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step2000000-tokens9752B,90,0.2588,0.2368,0.2435,0.1838,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step2150000-tokens11012B,90,0.0545,0.5604,0.028,0.8102,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step2300000-tokens12272B,90,0.2547,0.1379,0.2651,0.0589,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.0389,0.7283,-0.0476,0.7772,average_predictors,average_predictors,1
max_rankme,col_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.0592,0.6873,-0.0747,0.6713,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step50000-tokens210B,90,0.1857,0.0829,0.1587,0.1518,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step200000-tokens840B,90,-0.1529,0.019,-0.1483,0.02,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step350000-tokens1470B,90,0.1245,0.4436,0.1411,0.2547,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step500000-tokens2100B,90,-0.091,0.3007,-0.0914,0.3337,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step650000-tokens2730B,90,-0.0396,0.8601,-0.0756,0.5235,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step800000-tokens3360B,90,-0.0386,0.5804,-0.055,0.3646,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step950000-tokens3990B,90,0.0743,0.1459,0.1064,0.046,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step1432000-tokens6014B,90,0.1319,0.1548,0.1202,0.2777,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step1700000-tokens7232B,90,-0.0793,0.3866,-0.0776,0.4595,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step1850000-tokens8492B,90,0.1222,0.3387,0.0652,0.6484,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step2000000-tokens9752B,90,-0.1835,0.023,-0.2295,0.004,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step2150000-tokens11012B,90,0.0233,0.8252,0.0113,0.8961,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step2300000-tokens12272B,90,0.3048,0.1419,0.3315,0.0599,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.1029,0.4645,-0.1058,0.4985,average_predictors,average_predictors,1
max_rankme,col_norm,8,per_ckpt,step2600000-tokens14792B,90,0.0612,0.6484,0.1634,0.2168,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step50000-tokens210B,90,0.0629,0.4535,0.0161,0.8372,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step200000-tokens840B,90,-0.1209,0.0729,-0.2142,0.001,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step350000-tokens1470B,90,0.1143,0.3836,0.1276,0.2987,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step500000-tokens2100B,90,-0.0965,0.1578,-0.1027,0.1758,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step650000-tokens2730B,90,-0.0165,0.9181,-0.0294,0.7872,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step800000-tokens3360B,90,-0.1254,0.2687,-0.0843,0.4545,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step950000-tokens3990B,90,0.0506,0.4466,0.0753,0.1499,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step1432000-tokens6014B,90,0.1106,0.3656,0.0975,0.4396,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step1700000-tokens7232B,90,0.023,0.9001,0.0016,0.994,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step1850000-tokens8492B,90,0.1013,0.6783,0.0986,0.6593,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step2000000-tokens9752B,90,-0.0061,0.8242,0.0073,0.9311,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step2150000-tokens11012B,90,0.0531,0.7782,0.0394,0.7423,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step2300000-tokens12272B,90,0.2343,0.1409,0.3293,0.019,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step2450000-tokens13532B,90,0.0651,0.6663,0.0752,0.5105,average_predictors,average_predictors,1
max_rankme,col_norm,16,per_ckpt,step2600000-tokens14792B,90,0.2143,0.2537,0.2262,0.1728,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step50000-tokens210B,90,-0.6252,0.044,-0.6309,0.024,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step200000-tokens840B,90,-0.679,0.004,-0.6674,0.004,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step350000-tokens1470B,90,-0.599,0.039,-0.5621,0.046,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step500000-tokens2100B,90,-0.784,0.002,-0.765,0.002,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step650000-tokens2730B,90,-0.0468,0.7093,-0.0767,0.5614,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step800000-tokens3360B,90,-0.4462,0.0649,-0.4368,0.0589,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step950000-tokens3990B,90,-0.4782,0.033,-0.4832,0.028,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step1432000-tokens6014B,90,-0.7716,0.001,-0.7623,0.001,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step1700000-tokens7232B,90,-0.5976,0.017,-0.5773,0.014,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.7453,0.002,-0.7288,0.002,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step2000000-tokens9752B,90,0.0682,0.8342,0.0929,0.8012,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step2150000-tokens11012B,90,-0.6426,0.009,-0.6385,0.007,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step2300000-tokens12272B,90,-0.8473,0.001,-0.8401,0.001,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.8633,0.001,-0.8643,0.001,average_predictors,average_predictors,1
log_ratio,row_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.8278,0.002,-0.8326,0.001,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step50000-tokens210B,90,-0.4246,0.2008,-0.4197,0.2078,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step200000-tokens840B,90,-0.6377,0.013,-0.6483,0.01,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step350000-tokens1470B,90,-0.4791,0.0609,-0.4652,0.0659,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step500000-tokens2100B,90,-0.769,0.002,-0.7752,0.002,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step650000-tokens2730B,90,-0.2968,0.1548,-0.3182,0.1399,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step800000-tokens3360B,90,-0.6242,0.009,-0.5598,0.01,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step950000-tokens3990B,90,-0.62,0.02,-0.6469,0.01,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step1432000-tokens6014B,90,-0.676,0.021,-0.676,0.019,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step1700000-tokens7232B,90,-0.6173,0.005,-0.6327,0.004,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step1850000-tokens8492B,90,-0.5727,0.047,-0.5656,0.0519,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step2000000-tokens9752B,90,-0.6088,0.015,-0.5856,0.019,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step2150000-tokens11012B,90,-0.7162,0.008,-0.7144,0.006,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step2300000-tokens12272B,90,-0.8074,0.004,-0.8097,0.004,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.8665,0.001,-0.8696,0.001,average_predictors,average_predictors,1
log_ratio,row_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.8434,0.004,-0.8449,0.004,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step50000-tokens210B,90,-0.524,0.0829,-0.5448,0.0619,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step200000-tokens840B,90,-0.786,0.003,-0.7652,0.003,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step350000-tokens1470B,90,-0.6469,0.015,-0.6309,0.015,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step500000-tokens2100B,90,-0.7445,0.004,-0.7551,0.004,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step650000-tokens2730B,90,-0.0875,0.5684,-0.1352,0.4685,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step800000-tokens3360B,90,-0.4589,0.0619,-0.4937,0.045,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step950000-tokens3990B,90,-0.5371,0.0519,-0.5783,0.028,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step1432000-tokens6014B,90,-0.6755,0.008,-0.6634,0.006,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step1700000-tokens7232B,90,-0.4369,0.0629,-0.4745,0.047,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step1850000-tokens8492B,90,-0.515,0.0669,-0.4801,0.0709,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step2000000-tokens9752B,90,-0.6876,0.003,-0.6603,0.003,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step2150000-tokens11012B,90,-0.6231,0.012,-0.6384,0.009,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step2300000-tokens12272B,90,-0.8017,0.002,-0.8035,0.002,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step2450000-tokens13532B,90,-0.8511,0.001,-0.8495,0.001,average_predictors,average_predictors,1
log_ratio,row_norm,16,per_ckpt,step2600000-tokens14792B,90,-0.8018,0.007,-0.8126,0.005,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step50000-tokens210B,90,0.6021,0.0559,0.6112,0.0579,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step200000-tokens840B,90,0.7674,0.002,0.7251,0.003,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step350000-tokens1470B,90,0.2951,0.4635,0.2992,0.4885,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step500000-tokens2100B,90,0.4828,0.0869,0.4403,0.1229,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step650000-tokens2730B,90,-0.4171,0.2228,-0.4038,0.3896,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step800000-tokens3360B,90,0.299,0.2468,0.3353,0.2108,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step950000-tokens3990B,90,-0.477,0.1489,-0.5739,0.0909,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step1432000-tokens6014B,90,0.5247,0.0599,0.4671,0.0949,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step1700000-tokens7232B,90,0.3614,0.1209,0.3147,0.1429,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.3014,0.5115,-0.3346,0.5025,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.2562,0.4915,-0.3032,0.4795,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step2150000-tokens11012B,90,0.0679,0.6733,0.0766,0.6424,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step2300000-tokens12272B,90,0.0728,0.6434,0.0707,0.6723,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.1438,0.6384,-0.2105,0.4615,average_predictors,average_predictors,1
log_ratio,col_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.3328,0.1598,-0.3709,0.0909,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step50000-tokens210B,90,0.621,0.023,0.6172,0.018,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step200000-tokens840B,90,0.4877,0.1009,0.469,0.1259,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step350000-tokens1470B,90,0.2426,0.3686,0.2511,0.4026,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step500000-tokens2100B,90,0.5832,0.05,0.5499,0.0769,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step650000-tokens2730B,90,0.5514,0.011,0.4914,0.034,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step800000-tokens3360B,90,0.4669,0.0649,0.4914,0.0529,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step950000-tokens3990B,90,-0.1214,0.5844,-0.1476,0.5215,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step1432000-tokens6014B,90,0.4793,0.1558,0.4923,0.1369,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step1700000-tokens7232B,90,0.0671,0.7922,0.0619,0.7682,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step1850000-tokens8492B,90,0.3363,0.1948,0.3415,0.1828,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step2000000-tokens9752B,90,0.5541,0.014,0.5265,0.019,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step2150000-tokens11012B,90,0.2444,0.2268,0.2253,0.2238,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step2300000-tokens12272B,90,0.2102,0.2148,0.1965,0.2048,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.2857,0.3816,-0.3256,0.3157,average_predictors,average_predictors,1
log_ratio,col_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.4349,0.1758,-0.4757,0.0959,average_predictors,average_predictors,1
log_ratio,col_norm,16,per_ckpt,step50000-tokens210B,90,0.5912,0.024,0.5713,0.026,average_predictors,average_predictors,1
log_ratio,col_norm,16,per_ckpt,step200000-tokens840B,90,0.7597,0.007,0.7085,0.011,average_predictors,average_predictors,1
log_ratio,col_norm,16,per_ckpt,step350000-tokens1470B,90,0.2628,0.3506,0.2673,0.3726,average_predictors,average_predictors,1
